51312714507,gaf,96,419
51312718505,fdd,235,131
51312731141,caf,9,109
51312738658,bef,235,192
51312787030,fbg,141,180
51312812425,fad,161,179
51312819830,fdf,286,287
51312842634,ggg,62,13
51312894096,eae,250,119
51312921543,ccc,175,197
51312938946,fgd,35,136
51312942181,fdc,90,148
51312954925,gge,154,280
51312957367,afc,31,205
51312964566,ebf,12,209
51312978358,dcb,266,169
51312999859,ggb,120,52
51313001024,fcd,22,94
51313013520,gea,237,256
51313030665,eef,77,178
51313031113,ddd,166,288
51313048694,agb,195,134
51313056342,bdc,81,217
51313078458,bbb,22,121
51313080299,fag,165,188
51313118885,acg,9,104
51313150737,fda,109,217
51313152733,afc,291,239
51313163314,cee,86,325
51313193053,dff,267,59
51313193721,gdf,244,232
51313195210,eab,176,210
51313196311,dfb,273,123
51313211358,ebg,52,72
51313245775,agc,54,380
51313254964,aed,44,102
51313264897,fbg,182,181
51313279109,cfa,243,267
51313283188,faa,205,283
51313286671,fbc,145,108
51313298905,afd,86,43
51313303372,ged,201,148
51313303549,cag,284,111
51313329876,cge,203,211
51313339787,fcd,264,110
51313346067,eea,116,114
51313421222,caa,224,153
51313427949,dde,192,331
51313465714,bdb,144,16
51313509176,gde,8,152
51313541440,cbg,135,76
51313566875,ggd,41,252
51313585591,ead,92,138
51313586883,dgb,156,195
51313591334,cfb,272,25
51313603038,gcg,135,17
51313622432,ggf,40,363
51313627280,gfb,96,28
51313638965,cba,156,167
51313653884,bcf,230,90
51313668421,gcb,193,241
51313668503,ffe,296,88
51313683179,ddb,153,206
51313685186,cda,158,10
51313687925,fgf,147,143
51313688205,adg,178,245
51313717128,bbf,148,187
51313728986,ded,227,150
51313751478,def,209,265
51313772648,aba,61,194
51313773954,gdb,271,272
51313781289,edc,63,6
51313786234,dag,20,162
51313801071,gcf,53,175
51313807503,bed,141,236
51313818898,afc,36,195
51313819002,ceb,68,139
51313829382,fff,56,281
51313836201,aca,65,179
51313848927,ebf,167,229
51313853186,acg,108,111
51313858619,eaa,132,219
51313865021,gec,12,283
51313866230,geg,238,75
51313866842,cca,226,118
51313902129,bbd,127,246
51313908223,egb,273,253
51313936297,bbg,276,42
51313936922,bgc,57,226
51313941822,bgf,173,89
51313944215,gab,88,281
51313944594,bcd,235,123
51313953810,gae,210,288
51313968369,dcf,8,162
51314000116,cge,246,221
51314008490,bec,207,86
51314011014,cfc,231,130
51314011619,fde,66,121
51314016523,bfc,223,318
51314019996,eff,213,17
51314034412,eec,7,112
51314044466,ggb,271,48
51314069577,gbf,39,178
51314091247,agf,230,259
51314096335,ddf,189,284
51314105511,efe,150,168
51314137931,bff,26,175
51314164069,bgc,88,219
51314164108,bab,251,11
51314164788,ffe,1,80
51314167114,dgb,284,226
51314174522,bca,31,299
51314185861,eee,244,186
51314205550,gfa,246,119
51314211707,aeb,166,260
51314285587,eca,260,153
51314323366,fad,25,195
51314330554,bgb,126,201
51314333567,acc,93,235
51314381685,gef,110,132
51314396131,gga,212,357
51314401781,aga,33,208
51314419812,gag,265,32
51314420829,dec,4,170
51314423703,dad,54,14
51314423885,fea,165,8
51314439555,dda,224,170
51314477960,cdg,20,68
51314488443,ecc,283,41
51314494211,cbe,238,246
51314532762,egg,117,229
51314548848,dfe,287,263
51314556683,bfa,205,41
51314592305,ffa,186,9
51314594134,bba,93,115
51314603084,ddd,217,236
51314608420,fee,267,234
51314615562,ebf,290,270
51314641778,eeg,137,200
51314660715,abc,103,51
51314661433,ecc,41,48
51314695504,afa,88,91
51314703990,ggc,289,83
51314708078,bdd,134,155
51314738713,acc,239,199
51314751263,bee,71,34
51314756039,bbc,163,209
51314762411,add,58,321
51314768256,ega,161,224
51314774548,abb,152,93
51314775809,cag,51,127
51314807983,cde,82,203
51314820250,bca,46,328
51314858185,bga,40,128
51314888556,cce,187,18
51314898974,ege,9,167
51314918488,baa,55,49
51314924443,aae,277,34
51314927989,abe,139,5
51314928856,cab,25,59
51314944823,dba,209,234
51314967770,dga,37,307
51314985602,cfg,82,380
51314991792,efd,282,269
51315026644,aec,226,220
51315027622,gea,78,207
51315057759,adf,202,189
51315087845,feg,84,276
51315091419,fgb,224,240
51315094966,aee,108,224
51315116975,agb,228,131
51315118175,beg,236,102
51315124112,bea,62,43
51315129751,afd,115,44
51315142101,gef,248,141
51315150595,ggd,80,211
51315174228,efe,261,164
51315176268,gfe,69,119
51315210692,fac,276,282
51315257502,dgd,133,54
51315275661,bdf,179,259
51315277407,bdd,181,179
51315299835,bfg,186,128
51315302329,cbg,231,79
51315322885,ece,30,35
51315329884,fcc,162,71
51315347258,gdg,54,96
51315352391,dbg,219,241
51315360848,eag,152,211
51315368620,cac,81,227
51315399734,eeg,171,227
51315405797,geb,287,171
51315425664,cae,176,248
51315425695,bgf,27,87
51315438982,daa,240,215
51315473292,gbg,226,129
51315476821,dbb,31,8
51315520869,ace,26,247
51315534591,fab,252,126
51315545002,bag,132,74
51315563120,bdg,66,229
51315578993,dcc,123,43
51315593131,edd,295,192
51315617038,ade,97,133
51315627919,cdb,129,276
51315640308,fef,272,280
51315642520,gfg,64,379
51315663541,ccg,6,117
51315674422,cdf,55,170
51315679037,eab,256,214
51315690001,ebe,84,124
51315691948,aac,269,33
51315733700,bgg,35,73
51315744571,gac,163,208
51315747129,bgc,93,236
51315747831,cff,193,5
51315766410,abf,192,209
51315776023,gbd,112,390
51315795091,ega,103,262
51315808233,deg,84,316
51315819588,agd,80,262
51315846047,bbb,164,101
51315869500,cbg,261,90
51315891388,bed,4,219
51315935043,fcf,90,80
51315935381,efa,4,45
51315948312,fgd,142,110
51315959040,fbe,62,234
51315982658,ege,265,156
51316007809,gaa,49,50
51316029508,dce,195,202
51316042658,dga,46,303
51316054964,aga,116,166
51316064868,gea,36,209
51316071827,cdg,122,62
51316082135,cbg,178,73
51316104293,eda,164,167
51316122754,dfa,163,249
51316133498,edg,266,96
51316147626,gcc,99,67
51316170986,egb,30,247
51316176962,cba,272,188
51316201370,ebe,153,110
51316223572,bac,208,88
51316246827,fed,81,102
51316252913,cgd,51,25
51316255030,afe,280,101
51316268026,bbg,158,46
51316271182,gga,145,410
51316272106,bbc,132,188
51316303619,age,142,97
51316305672,gba,180,68
51316326137,beb,172,101
51316335207,ggd,115,234
51316346997,fbe,269,226
51316370377,ffg,2,70
51316372132,fed,17,107
51316391269,gee,107,163
51316405155,abd,77,168
51316426831,dee,87,252
51316445157,aaf,14,209
51316471572,cda,198,8
51316473935,cgb,286,77
51316483155,dda,152,170
51316503613,cbc,297,244
51316508384,cgc,125,212
51316557267,baf,161,307
51316564231,dbc,83,207
51316564896,ecb,13,93
51316588850,acf,298,50
51316604685,fgc,108,147
51316622754,gdg,79,99
51316624282,gba,242,71
51316627438,cea,147,277
51316631775,efb,78,99
51316645608,fba,226,298
51316651307,ede,116,288
51316656468,bfb,9,299
51316707166,abf,192,213
51316709789,edg,169,102
51316710549,fcd,213,100
51316719064,agf,88,227
51316753072,dbe,277,170
51316761179,gbc,133,157
51316782486,ffb,248,100
51316788183,fcg,255,287
51316790849,ecd,255,238
51316804634,cfd,52,236
51316820306,bfg,39,107
51316825806,agc,71,387
51316825947,abg,20,321
51316830161,dae,89,256
51316837128,ade,281,134
51316852219,cfe,167,281
51316890472,bad,40,65
51316913077,gfc,248,211
51316928112,ced,31,39
51316944819,bce,288,47
51316965963,fec,254,38
51316988119,eeb,166,78
51317020820,gdd,62,88
51317030369,gfd,155,142
51317046729,dcd,189,35
51317059122,bec,137,81
51317059204,cgg,278,165
51317094862,afb,254,262
51317101005,ffd,96,162
51317114449,dce,26,202
51317127130,gge,241,243
51317130486,agg,19,117
51317151358,aca,289,143
51317162258,eed,162,116
51317167809,gdf,34,252
51317177609,ace,25,293
51317180154,abc,15,41
51317198939,dcb,8,147
51317217795,afa,178,82
51317236874,baf,227,337
51317264215,fba,245,289
51317268369,gdc,27,92
51317297951,gac,268,230
51317299222,feg,273,328
51317332870,dac,73,350
51317345273,fgc,202,141
51317349042,ddc,162,248
51317355428,ccc,291,193
51317355836,aba,83,197
51317375203,bcb,297,233
51317398197,egc,47,154
51317418538,bbe,38,123
51317421430,aac,183,38
51317425035,cab,106,69
51317426132,gee,47,149
51317460955,bdg,148,217
51317472583,dda,139,202
51317479007,cae,147,208
51317503672,bfe,145,21
51317533703,cag,148,139
51317534388,bfb,297,319
51317550664,bae,181,102
51317556032,fbb,68,175
51317557506,fbd,210,125
51317567761,gff,129,38
51317608507,eac,247,51
51317619263,bbe,14,115
51317623145,eag,211,206
51317627088,eab,204,209
51317649393,def,277,246
51317656240,ged,113,139
51317660765,acd,288,26
51317663102,gbe,256,179
51317680693,fba,125,254
51317700004,bcc,145,136
51317738019,cgf,278,212
51317745280,eae,256,97
51317765059,fcg,231,304
51317767441,ffb,2,104
